ID,site,date,month,season,temp,latitude,longitude,species,SL ,FL,TL,weight_tot,Gutted_weight,lipids,Fult_K,FG_ww,HGC_ww,gut_full,GSI,phylum,spp,perc_composition
s10102,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,400,405,460,1571,1492,0,1.61,0,79,3,5.03,Rhodophyta,Red Tube,0
s10102,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,400,405,460,1571,1492,0,1.61,0,79,3,5.03,Chlorophyta,Ulvales,0
s10102,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,400,405,460,1571,1492,0,1.61,0,79,3,5.03,Chlorophyta,Bryopsidales,0
s10102,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,400,405,460,1571,1492,0,1.61,0,79,3,5.03,Chlorophyta,Cladophorales,0
s10102,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,400,405,460,1571,1492,0,1.61,0,79,3,5.03,Ochrophyta,Laminariales,0.3
s10102,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,400,405,460,1571,1492,0,1.61,0,79,3,5.03,Ochrophyta,Fucales,0
s10102,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,400,405,460,1571,1492,0,1.61,0,79,3,5.03,Ochrophyta,Sphacelariales,0
s10102,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,400,405,460,1571,1492,0,1.61,0,79,3,5.03,Ochrophyta,Ectocarpales,0
s10102,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,400,405,460,1571,1492,0,1.61,0,79,3,5.03,Ochrophyta,Fine Brown aglae,0
s10102,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,400,405,460,1571,1492,0,1.61,0,79,3,5.03,Porifera,Sponge,13
s10102,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,400,405,460,1571,1492,0,1.61,0,79,3,5.03,Cnidaria,Hydroid Colony,0
s10102,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,400,405,460,1571,1492,0,1.61,0,79,3,5.03,Bryozoa,Soft Bryozoan,0
s10102,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,400,405,460,1571,1492,0,1.61,0,79,3,5.03,Arthropoda,crustacean,0
s10102,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,400,405,460,1571,1492,0,1.61,0,79,3,5.03,Arthropoda,Amphipoda,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Rhodophyta,Giganitales,42
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Rhodophyta,Ceramiales,23
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Rhodophyta,Balliales,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Rhodophyta,Gelidiales,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Rhodophyta,Halymeniales,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Rhodophyta,Rhodymeniales,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Rhodophyta,Corallinales,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Rhodophyta,Gracilariales,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Rhodophyta,Red Tube,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Chlorophyta,Ulvales,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Chlorophyta,Bryopsidales,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Chlorophyta,Cladophorales,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Ochrophyta,Laminariales,25
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Ochrophyta,Fucales,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Ochrophyta,Sphacelariales,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Ochrophyta,Ectocarpales,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Ochrophyta,Fine Brown aglae,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Porifera,Sponge,9
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Cnidaria,Hydroid Colony,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Bryozoa,Soft Bryozoan,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Arthropoda,crustacean,0
s10103,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,440,460,520,2728,2411,0,1.94,0,317,5,11.62,Arthropoda,Amphipoda,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Rhodophyta,Giganitales,16
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Rhodophyta,Ceramiales,35
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Rhodophyta,Balliales,5
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Rhodophyta,Gelidiales,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Rhodophyta,Halymeniales,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Rhodophyta,Rhodymeniales,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Rhodophyta,Corallinales,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Rhodophyta,Gracilariales,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Rhodophyta,Red Tube,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Chlorophyta,Ulvales,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Chlorophyta,Bryopsidales,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Chlorophyta,Cladophorales,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Ochrophyta,Laminariales,26
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Ochrophyta,Fucales,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Ochrophyta,Sphacelariales,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Ochrophyta,Ectocarpales,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Ochrophyta,Fine Brown aglae,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Porifera,Sponge,10
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Cnidaria,Hydroid Colony,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Bryozoa,Soft Bryozoan,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Arthropoda,crustacean,0
s10104,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,395,445,470,1859,1696,0,1.79,0,163,3,8.77,Arthropoda,Amphipoda,0
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Rhodophyta,Giganitales,23
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Rhodophyta,Ceramiales,8
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Rhodophyta,Balliales,0
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Rhodophyta,Gelidiales,0
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Rhodophyta,Halymeniales,0
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Rhodophyta,Rhodymeniales,0
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Rhodophyta,Corallinales,0
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Rhodophyta,Gracilariales,0
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Rhodophyta,Red Tube,0
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Chlorophyta,Ulvales,2
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Chlorophyta,Bryopsidales,0
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Chlorophyta,Cladophorales,0
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Ochrophyta,Laminariales,22
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Ochrophyta,Fucales,1.6
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Ochrophyta,Sphacelariales,22
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Ochrophyta,Ectocarpales,0
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Ochrophyta,Fine Brown aglae,0
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Porifera,Sponge,16
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Cnidaria,Hydroid Colony,0
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Bryozoa,Soft Bryozoan,0
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Arthropoda,crustacean,0
s10105,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,405,463,490,2070,1891,0,1.76,15,164,3,8.65,Arthropoda,Amphipoda,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Rhodophyta,Giganitales,40
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Rhodophyta,Ceramiales,11
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Rhodophyta,Balliales,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Rhodophyta,Gelidiales,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Rhodophyta,Halymeniales,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Rhodophyta,Rhodymeniales,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Rhodophyta,Corallinales,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Rhodophyta,Gracilariales,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Rhodophyta,Red Tube,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Chlorophyta,Ulvales,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Chlorophyta,Bryopsidales,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Chlorophyta,Cladophorales,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Ochrophyta,Laminariales,44
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Ochrophyta,Fucales,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Ochrophyta,Sphacelariales,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Ochrophyta,Ectocarpales,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Ochrophyta,Fine Brown aglae,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Porifera,Sponge,5
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Cnidaria,Hydroid Colony,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Bryozoa,Soft Bryozoan,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Arthropoda,crustacean,0
s10106,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,394,442,458,1750,1543,0,1.82,34,173,4,11.83,Arthropoda,Amphipoda,0
s10107,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,410,473,494,1970,1796,0,1.63,9,165,3,8.83,Rhodophyta,Giganitales,43.9
s10107,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,410,473,494,1970,1796,0,1.63,9,165,3,8.83,Rhodophyta,Ceramiales,19
s10107,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,410,473,494,1970,1796,0,1.63,9,165,3,8.83,Rhodophyta,Balliales,0
s10107,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,410,473,494,1970,1796,0,1.63,9,165,3,8.83,Rhodophyta,Gelidiales,0
s10107,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,410,473,494,1970,1796,0,1.63,9,165,3,8.83,Rhodophyta,Halymeniales,0
s10107,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,410,473,494,1970,1796,0,1.63,9,165,3,8.83,Rhodophyta,Rhodymeniales,0
s10107,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,410,473,494,1970,1796,0,1.63,9,165,3,8.83,Rhodophyta,Corallinales,0
s10107,South Cape Bay,1/3/2022,Mar,Aut,18.5,43.3727,146.4715,Aplodactylus arctidens,410,473,494,1970,1796,0,1.63,9,165,3,8.83,Rhodophyta,Gracilariales,0
